cc_p20,cc_p40,cc_p60,cc_p80,cc_default,date,x,y,cc_p20_perc,cc_p40_perc,cc_p60_perc,cc_p80_perc,cc_default_perc
64248,47691,37701,25546,57469,2019-07-30,4608,4608,24.5,18.2,14.4,9.7,21.9
54,0,0,0,0,2019-08-09,4608,4608,0.0,0.0,0.0,0.0,0.0
112051,91391,81624,72112,102988,2016-12-22,4608,5120,42.7,34.9,31.1,27.5,39.3
188104,159715,144838,125948,170478,2017-01-01,4608,5120,71.8,60.9,55.3,48.0,65.0
88865,53237,29987,10144,62144,2017-01-11,4608,5120,33.9,20.3,11.4,3.9,23.7
41551,29646,22921,15810,34213,2017-02-10,4608,5120,15.9,11.3,8.7,6.0,13.1
173976,112290,75610,47752,123090,2017-02-20,4608,5120,66.4,42.8,28.8,18.2,47.0
125396,98556,87368,74751,105166,2017-03-02,4608,5120,47.8,37.6,33.3,28.5,40.1
56859,44893,35418,25340,52386,2017-03-12,4608,5120,21.7,17.1,13.5,9.7,20.0
8,1,0,0,0,2017-04-01,4608,5120,0.0,0.0,0.0,0.0,0.0
776,238,70,0,333,2017-04-11,4608,5120,0.3,0.1,0.0,0.0,0.1
259471,248742,235226,205409,254248,2017-05-01,4608,5120,99.0,94.9,89.7,78.4,97.0
2,0,0,0,0,2017-05-11,4608,5120,0.0,0.0,0.0,0.0,0.0
182507,152904,139288,126500,162441,2017-05-21,4608,5120,69.6,58.3,53.1,48.3,62.0
159837,102910,65595,39754,125768,2017-05-31,4608,5120,61.0,39.3,25.0,15.2,48.0
89470,63226,48321,27978,74500,2017-06-20,4608,5120,34.1,24.1,18.4,10.7,28.4
229783,143366,122223,106452,154400,2017-07-10,4608,5120,87.7,54.7,46.6,40.6,58.9
10,0,0,0,0,2017-07-20,4608,5120,0.0,0.0,0.0,0.0,0.0
23701,10608,8026,5523,13326,2017-07-30,4608,5120,9.0,4.0,3.1,2.1,5.1
1,0,0,0,0,2017-08-09,4608,5120,0.0,0.0,0.0,0.0,0.0
3,0,0,0,0,2017-08-19,4608,5120,0.0,0.0,0.0,0.0,0.0
10959,9640,8686,7705,10701,2017-09-08,4608,5120,4.2,3.7,3.3,2.9,4.1
180763,121272,106154,91982,131767,2017-09-18,4608,5120,69.0,46.3,40.5,35.1,50.3
45662,35119,27998,20438,39123,2017-09-28,4608,5120,17.4,13.4,10.7,7.8,14.9
73735,62413,54137,44899,70044,2017-10-08,4608,5120,28.1,23.8,20.7,17.1,26.7
19,0,0,0,0,2017-10-28,4608,5120,0.0,0.0,0.0,0.0,0.0
15897,10724,8111,6020,13120,2017-11-07,4608,5120,6.1,4.1,3.1,2.3,5.0
256249,237415,228217,217324,245066,2017-11-17,4608,5120,97.8,90.6,87.1,82.9,93.5
64806,50218,43182,37254,57336,2017-11-27,4608,5120,24.7,19.2,16.5,14.2,21.9
2578,1735,1275,766,2216,2017-12-07,4608,5120,1.0,0.7,0.5,0.3,0.8
152710,102683,88840,78829,111386,2017-12-17,4608,5120,58.3,39.2,33.9,30.1,42.5
39966,31104,25836,17463,36356,2017-12-27,4608,5120,15.2,11.9,9.9,6.7,13.9
236185,174787,152351,136809,185355,2018-01-06,4608,5120,90.1,66.7,58.1,52.2,70.7
216692,154682,131249,112755,165950,2018-01-26,4608,5120,82.7,59.0,50.1,43.0,63.3
259416,251546,238979,215021,257971,2018-02-15,4608,5120,99.0,96.0,91.2,82.0,98.4
51456,42219,35136,28149,47646,2018-03-17,4608,5120,19.6,16.1,13.4,10.7,18.2
259818,239482,221457,199691,245543,2018-04-16,4608,5120,99.1,91.4,84.5,76.2,93.7
3,0,0,0,0,2018-04-26,4608,5120,0.0,0.0,0.0,0.0,0.0
262114,261682,260319,257593,262086,2018-05-06,4608,5120,100.0,99.8,99.3,98.3,100.0
236939,176030,146188,114725,191429,2018-05-26,4608,5120,90.4,67.2,55.8,43.8,73.0
11,0,0,0,0,2018-06-05,4608,5120,0.0,0.0,0.0,0.0,0.0
1783,985,646,286,1287,2018-06-15,4608,5120,0.7,0.4,0.2,0.1,0.5
73995,25317,13395,7355,29284,2018-06-25,4608,5120,28.2,9.7,5.1,2.8,11.2
89529,65522,55090,43277,74604,2018-07-05,4608,5120,34.2,25.0,21.0,16.5,28.5
49,0,0,0,0,2018-07-15,4608,5120,0.0,0.0,0.0,0.0,0.0
168,1,0,0,0,2018-07-25,4608,5120,0.1,0.0,0.0,0.0,0.0
6674,3691,2265,921,4617,2018-08-04,4608,5120,2.5,1.4,0.9,0.4,1.8
121,0,0,0,0,2018-08-14,4608,5120,0.0,0.0,0.0,0.0,0.0
20,0,0,0,0,2018-08-24,4608,5120,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,2018-09-03,4608,5120,0.0,0.0,0.0,0.0,0.0
89493,70115,62457,55300,76827,2018-09-13,4608,5120,34.1,26.7,23.8,21.1,29.3
112724,46703,31564,23986,55067,2018-10-03,4608,5120,43.0,17.8,12.0,9.1,21.0
114684,90817,81800,70371,101464,2018-10-23,4608,5120,43.7,34.6,31.2,26.8,38.7
148440,127192,114341,101716,138608,2018-11-02,4608,5120,56.6,48.5,43.6,38.8,52.9
58001,41052,32061,22986,48337,2018-11-12,4608,5120,22.1,15.7,12.2,8.8,18.4
236783,221836,212200,200812,228520,2018-11-22,4608,5120,90.3,84.6,80.9,76.6,87.2
60575,39108,34581,29809,44389,2018-12-02,4608,5120,23.1,14.9,13.2,11.4,16.9
247780,227238,207920,181585,237000,2019-01-01,4608,5120,94.5,86.7,79.3,69.3,90.4
164673,123114,106013,92112,134293,2019-01-21,4608,5120,62.8,47.0,40.4,35.1,51.2
47,0,0,0,0,2019-02-20,4608,5120,0.0,0.0,0.0,0.0,0.0
128592,93995,79864,64591,102469,2019-03-02,4608,5120,49.1,35.9,30.5,24.6,39.1
11,1,0,0,0,2019-03-12,4608,5120,0.0,0.0,0.0,0.0,0.0
261897,256602,230148,207752,261231,2019-04-11,4608,5120,99.9,97.9,87.8,79.3,99.7
262144,262144,262144,262144,262144,2019-04-21,4608,5120,100.0,100.0,100.0,100.0,100.0
82910,42966,22347,9210,50126,2019-05-01,4608,5120,31.6,16.4,8.5,3.5,19.1
12,0,0,0,0,2019-05-11,4608,5120,0.0,0.0,0.0,0.0,0.0
212253,174333,145599,102640,184071,2019-05-21,4608,5120,81.0,66.5,55.5,39.2,70.2
260745,248154,234772,221897,252259,2019-06-10,4608,5120,99.5,94.7,89.6,84.6,96.2
16,1,0,0,0,2019-06-20,4608,5120,0.0,0.0,0.0,0.0,0.0
16216,12365,10276,7957,14532,2019-06-30,4608,5120,6.2,4.7,3.9,3.0,5.5
9,0,0,0,0,2019-07-20,4608,5120,0.0,0.0,0.0,0.0,0.0
141802,104872,92650,78304,117643,2019-07-30,4608,5120,54.1,40.0,35.3,29.9,44.9
5,0,0,0,0,2019-08-09,4608,5120,0.0,0.0,0.0,0.0,0.0
61664,51384,46947,42266,57312,2016-12-22,4608,5632,23.5,19.6,17.9,16.1,21.9
44385,33292,27686,20892,38868,2017-01-01,4608,5632,16.9,12.7,10.6,8.0,14.8
103614,74792,56286,35608,84927,2017-01-11,4608,5632,39.5,28.5,21.5,13.6,32.4
137026,105535,90378,76681,114731,2017-02-10,4608,5632,52.3,40.3,34.5,29.3,43.8
58650,42973,31928,20381,49421,2017-02-20,4608,5632,22.4,16.4,12.2,7.8,18.9
105503,78822,64320,49663,87512,2017-03-02,4608,5632,40.2,30.1,24.5,18.9,33.4
48721,37593,29178,20959,43396,2017-03-12,4608,5632,18.6,14.3,11.1,8.0,16.6
7,0,0,0,0,2017-04-01,4608,5632,0.0,0.0,0.0,0.0,0.0
4918,2099,760,168,2551,2017-04-11,4608,5632,1.9,0.8,0.3,0.1,1.0
261921,261550,258981,252130,262035,2017-05-01,4608,5632,99.9,99.8,98.8,96.2,100.0
11,0,0,0,0,2017-05-11,4608,5632,0.0,0.0,0.0,0.0,0.0
160762,121657,103066,83990,135177,2017-05-21,4608,5632,61.3,46.4,39.3,32.0,51.6
10558,2918,430,4,2778,2017-05-31,4608,5632,4.0,1.1,0.2,0.0,1.1
34237,23417,19289,13866,25641,2017-06-20,4608,5632,13.1,8.9,7.4,5.3,9.8
255782,211185,187434,165438,220901,2017-07-10,4608,5632,97.6,80.6,71.5,63.1,84.3
6,0,0,0,0,2017-07-20,4608,5632,0.0,0.0,0.0,0.0,0.0
103760,74297,63477,55460,82821,2017-07-30,4608,5632,39.6,28.3,24.2,21.2,31.6
0,0,0,0,0,2017-08-09,4608,5632,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,2017-08-19,4608,5632,0.0,0.0,0.0,0.0,0.0
2444,1344,794,344,1927,2017-09-08,4608,5632,0.9,0.5,0.3,0.1,0.7
135929,87824,75223,62809,97913,2017-09-18,4608,5632,51.9,33.5,28.7,24.0,37.4
25145,14739,7062,2071,18362,2017-09-28,4608,5632,9.6,5.6,2.7,0.8,7.0
94960,80922,71854,62400,89973,2017-10-08,4608,5632,36.2,30.9,27.4,23.8,34.3
5,0,0,0,0,2017-10-28,4608,5632,0.0,0.0,0.0,0.0,0.0
10913,8285,6759,4854,10092,2017-11-07,4608,5632,4.2,3.2,2.6,1.9,3.8
117802,96830,88333,78456,104389,2017-11-17,4608,5632,44.9,36.9,33.7,29.9,39.8
49140,39226,34506,30363,44641,2017-11-27,4608,5632,18.7,15.0,13.2,11.6,17.0
691,472,365,250,636,2017-12-07,4608,5632,0.3,0.2,0.1,0.1,0.2
187016,125128,105492,89305,137571,2017-12-17,4608,5632,71.3,47.7,40.2,34.1,52.5
46553,34161,26395,17786,39584,2017-12-27,4608,5632,17.8,13.0,10.1,6.8,15.1
127238,86095,75777,65048,95000,2018-01-06,4608,5632,48.5,32.8,28.9,24.8,36.2
98028,60207,44389,31150,68662,2018-01-26,4608,5632,37.4,23.0,16.9,11.9,26.2
261816,260909,258918,255160,261751,2018-02-15,4608,5632,99.9,99.5,98.8,97.3,99.9
63062,51648,42468,33148,58973,2018-03-17,4608,5632,24.1,19.7,16.2,12.6,22.5
262029,260565,254096,239128,261836,2018-04-16,4608,5632,100.0,99.4,96.9,91.2,99.9
9,0,0,0,0,2018-04-26,4608,5632,0.0,0.0,0.0,0.0,0.0
260712,255567,247287,236469,258498,2018-05-06,4608,5632,99.5,97.5,94.3,90.2,98.6
258589,243186,230056,210725,247251,2018-05-26,4608,5632,98.6,92.8,87.8,80.4,94.3
1,0,0,0,0,2018-06-05,4608,5632,0.0,0.0,0.0,0.0,0.0
14703,10773,8167,4898,12627,2018-06-15,4608,5632,5.6,4.1,3.1,1.9,4.8
126730,50934,20119,7380,59980,2018-06-25,4608,5632,48.3,19.4,7.7,2.8,22.9
123891,94938,81315,66700,108724,2018-07-05,4608,5632,47.3,36.2,31.0,25.4,41.5
17,1,0,0,0,2018-07-15,4608,5632,0.0,0.0,0.0,0.0,0.0
90,0,0,0,0,2018-07-25,4608,5632,0.0,0.0,0.0,0.0,0.0
3052,1677,909,177,2396,2018-08-04,4608,5632,1.2,0.6,0.3,0.1,0.9
103,0,0,0,0,2018-08-14,4608,5632,0.0,0.0,0.0,0.0,0.0
368,154,67,8,217,2018-08-24,4608,5632,0.1,0.1,0.0,0.0,0.1
10,0,0,0,0,2018-09-03,4608,5632,0.0,0.0,0.0,0.0,0.0
120170,98429,88787,77882,106158,2018-09-13,4608,5632,45.8,37.5,33.9,29.7,40.5
129122,61223,48849,41176,70449,2018-10-03,4608,5632,49.3,23.4,18.6,15.7,26.9
127784,105345,94923,82850,116885,2018-10-23,4608,5632,48.7,40.2,36.2,31.6,44.6
95597,77797,66969,55006,86991,2018-11-02,4608,5632,36.5,29.7,25.5,21.0,33.2
49344,36167,29372,22488,42641,2018-11-12,4608,5632,18.8,13.8,11.2,8.6,16.3
193518,163252,145874,129597,176042,2018-11-22,4608,5632,73.8,62.3,55.6,49.4,67.2
26317,15663,13750,11543,18570,2018-12-02,4608,5632,10.0,6.0,5.2,4.4,7.1
233287,182783,157175,138464,194303,2019-01-01,4608,5632,89.0,69.7,60.0,52.8,74.1
127275,89464,75031,59251,101570,2019-01-21,4608,5632,48.6,34.1,28.6,22.6,38.7
27,0,0,0,0,2019-02-20,4608,5632,0.0,0.0,0.0,0.0,0.0
156601,128553,108065,84129,139955,2019-03-02,4608,5632,59.7,49.0,41.2,32.1,53.4
3,0,0,0,0,2019-03-12,4608,5632,0.0,0.0,0.0,0.0,0.0
262004,261333,259678,254734,262138,2019-04-11,4608,5632,99.9,99.7,99.1,97.2,100.0
262144,262144,262144,262144,262144,2019-04-21,4608,5632,100.0,100.0,100.0,100.0,100.0
188041,131701,94116,55182,141764,2019-05-01,4608,5632,71.7,50.2,35.9,21.1,54.1
4,0,0,0,0,2019-05-11,4608,5632,0.0,0.0,0.0,0.0,0.0
226628,174648,141940,107001,185287,2019-05-21,4608,5632,86.5,66.6,54.1,40.8,70.7
257658,250863,241163,229419,253708,2019-06-10,4608,5632,98.3,95.7,92.0,87.5,96.8
8,0,0,0,0,2019-06-20,4608,5632,0.0,0.0,0.0,0.0,0.0
12200,8198,5944,3637,10311,2019-06-30,4608,5632,4.7,3.1,2.3,1.4,3.9
7,0,0,0,0,2019-07-20,4608,5632,0.0,0.0,0.0,0.0,0.0
119803,81250,70252,58131,93666,2019-07-30,4608,5632,45.7,31.0,26.8,22.2,35.7
3,0,0,0,0,2019-08-09,4608,5632,0.0,0.0,0.0,0.0,0.0
51623,36298,29672,23349,41198,2016-12-22,4608,6144,19.7,13.8,11.3,8.9,15.7
46360,35710,26703,16511,40951,2017-01-01,4608,6144,17.7,13.6,10.2,6.3,15.6
149856,124004,100874,76466,132849,2017-01-11,4608,6144,57.2,47.3,38.5,29.2,50.7
244347,221622,204404,178702,231327,2017-02-10,4608,6144,93.2,84.5,78.0,68.2,88.2
144134,123291,101185,75930,132034,2017-02-20,4608,6144,55.0,47.0,38.6,29.0,50.4
151819,125995,109658,89280,134685,2017-03-02,4608,6144,57.9,48.1,41.8,34.1,51.4
68240,54361,44813,35325,61384,2017-03-12,4608,6144,26.0,20.7,17.1,13.5,23.4
10,0,0,0,0,2017-04-01,4608,6144,0.0,0.0,0.0,0.0,0.0
6476,4243,2315,647,5070,2017-04-11,4608,6144,2.5,1.6,0.9,0.2,1.9
261935,261767,260627,259134,262024,2017-05-01,4608,6144,99.9,99.9,99.4,98.9,100.0
8,0,0,0,0,2017-05-11,4608,6144,0.0,0.0,0.0,0.0,0.0
135448,102667,86923,70897,114318,2017-05-21,4608,6144,51.7,39.2,33.2,27.0,43.6
3200,418,78,1,345,2017-05-31,4608,6144,1.2,0.2,0.0,0.0,0.1
47506,31922,26249,21335,35380,2017-06-20,4608,6144,18.1,12.2,10.0,8.1,13.5
224857,145243,113962,88601,159659,2017-07-10,4608,6144,85.8,55.4,43.5,33.8,60.9
21,0,0,0,0,2017-07-20,4608,6144,0.0,0.0,0.0,0.0,0.0
221506,167048,147344,133724,179290,2017-07-30,4608,6144,84.5,63.7,56.2,51.0,68.4
2,0,0,0,0,2017-08-09,4608,6144,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,2017-08-19,4608,6144,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,2017-09-08,4608,6144,0.0,0.0,0.0,0.0,0.0
144590,96466,83701,71222,106336,2017-09-18,4608,6144,55.2,36.8,31.9,27.2,40.6
26700,19346,12791,5693,22713,2017-09-28,4608,6144,10.2,7.4,4.9,2.2,8.7
177858,156770,147327,137760,166143,2017-10-08,4608,6144,67.8,59.8,56.2,52.6,63.4
1,0,0,0,0,2017-10-28,4608,6144,0.0,0.0,0.0,0.0,0.0
20277,15424,12546,9156,17936,2017-11-07,4608,6144,7.7,5.9,4.8,3.5,6.8
37528,27592,22708,18423,30978,2017-11-17,4608,6144,14.3,10.5,8.7,7.0,11.8
85543,75042,67085,58580,81512,2017-11-27,4608,6144,32.6,28.6,25.6,22.3,31.1
64,2,0,0,0,2017-12-07,4608,6144,0.0,0.0,0.0,0.0,0.0
183966,151769,137618,120491,162451,2017-12-17,4608,6144,70.2,57.9,52.5,46.0,62.0
20332,15453,11563,7535,17409,2017-12-27,4608,6144,7.8,5.9,4.4,2.9,6.6
115112,81196,65242,47856,91278,2018-01-06,4608,6144,43.9,31.0,24.9,18.3,34.8
198730,154891,137309,113868,165942,2018-01-26,4608,6144,75.8,59.1,52.4,43.4,63.3
262144,262144,262144,262144,262144,2018-02-15,4608,6144,100.0,100.0,100.0,100.0,100.0
101310,87270,75683,63144,96509,2018-03-17,4608,6144,38.6,33.3,28.9,24.1,36.8
262129,261831,259491,247206,262122,2018-04-16,4608,6144,100.0,99.9,99.0,94.3,100.0
8,0,0,0,0,2018-04-26,4608,6144,0.0,0.0,0.0,0.0,0.0
249960,209890,171805,139493,223706,2018-05-06,4608,6144,95.4,80.1,65.5,53.2,85.3
261772,258631,253880,241159,260521,2018-05-26,4608,6144,99.9,98.7,96.8,92.0,99.4
16,0,0,0,0,2018-06-05,4608,6144,0.0,0.0,0.0,0.0,0.0
57738,43501,34091,25526,50081,2018-06-15,4608,6144,22.0,16.6,13.0,9.7,19.1
243361,198291,134900,55736,213850,2018-06-25,4608,6144,92.8,75.6,51.5,21.3,81.6
201357,166290,147171,127288,180934,2018-07-05,4608,6144,76.8,63.4,56.1,48.6,69.0
34,1,0,0,0,2018-07-15,4608,6144,0.0,0.0,0.0,0.0,0.0
139,0,0,0,0,2018-07-25,4608,6144,0.1,0.0,0.0,0.0,0.0
461,175,128,72,215,2018-08-04,4608,6144,0.2,0.1,0.0,0.0,0.1
37,1,0,0,0,2018-08-14,4608,6144,0.0,0.0,0.0,0.0,0.0
4663,3157,2402,1449,3893,2018-08-24,4608,6144,1.8,1.2,0.9,0.6,1.5
5,0,0,0,0,2018-09-03,4608,6144,0.0,0.0,0.0,0.0,0.0
175297,134556,119284,100817,146161,2018-09-13,4608,6144,66.9,51.3,45.5,38.5,55.8
136812,78341,65916,56597,88632,2018-10-03,4608,6144,52.2,29.9,25.1,21.6,33.8
84131,62974,54554,45874,71128,2018-10-23,4608,6144,32.1,24.0,20.8,17.5,27.1
173399,148284,133854,115655,161029,2018-11-02,4608,6144,66.1,56.6,51.1,44.1,61.4
64682,51771,45239,37766,58714,2018-11-12,4608,6144,24.7,19.7,17.3,14.4,22.4
58370,39510,30138,21422,45445,2018-11-22,4608,6144,22.3,15.1,11.5,8.2,17.3
32914,21261,17945,14210,25077,2018-12-02,4608,6144,12.6,8.1,6.8,5.4,9.6
247804,209010,194387,184419,217827,2019-01-01,4608,6144,94.5,79.7,74.2,70.4,83.1
115939,89210,74653,59954,99549,2019-01-21,4608,6144,44.2,34.0,28.5,22.9,38.0
9,0,0,0,0,2019-02-20,4608,6144,0.0,0.0,0.0,0.0,0.0
159751,126611,103631,78550,140240,2019-03-02,4608,6144,60.9,48.3,39.5,30.0,53.5
1,0,0,0,0,2019-03-12,4608,6144,0.0,0.0,0.0,0.0,0.0
262118,261945,261167,257893,262144,2019-04-11,4608,6144,100.0,99.9,99.6,98.4,100.0
262144,262144,262143,262121,262144,2019-04-21,4608,6144,100.0,100.0,100.0,100.0,100.0
261474,255990,252271,247245,256534,2019-05-01,4608,6144,99.7,97.7,96.2,94.3,97.9
3,0,0,0,0,2019-05-11,4608,6144,0.0,0.0,0.0,0.0,0.0
199283,166061,139475,109925,173514,2019-05-21,4608,6144,76.0,63.3,53.2,41.9,66.2
258717,248485,234684,208066,251714,2019-06-10,4608,6144,98.7,94.8,89.5,79.4,96.0
19,2,0,0,0,2019-06-20,4608,6144,0.0,0.0,0.0,0.0,0.0
28851,22955,18892,14617,25575,2019-06-30,4608,6144,11.0,8.8,7.2,5.6,9.8
19,0,0,0,0,2019-07-20,4608,6144,0.0,0.0,0.0,0.0,0.0
131872,95809,80883,67084,107979,2019-07-30,4608,6144,50.3,36.5,30.9,25.6,41.2
6,0,0,0,0,2019-08-09,4608,6144,0.0,0.0,0.0,0.0,0.0
137556,104992,92277,82549,116891,2016-12-22,5120,3584,52.5,40.1,35.2,31.5,44.6
193458,164576,153948,143026,172777,2017-01-01,5120,3584,73.8,62.8,58.7,54.6,65.9
162132,125218,97046,64931,135911,2017-01-11,5120,3584,61.8,47.8,37.0,24.8,51.8
53684,37932,31333,24106,43378,2017-02-10,5120,3584,20.5,14.5,12.0,9.2,16.5
144118,105956,91579,76086,116139,2017-02-20,5120,3584,55.0,40.4,34.9,29.0,44.3
211218,170624,145495,113171,181270,2017-03-02,5120,3584,80.6,65.1,55.5,43.2,69.1
11477,8840,7353,5927,10155,2017-03-12,5120,3584,4.4,3.4,2.8,2.3,3.9
42,0,0,0,0,2017-04-01,5120,3584,0.0,0.0,0.0,0.0,0.0
178,5,0,0,0,2017-04-11,5120,3584,0.1,0.0,0.0,0.0,0.0
210831,156631,140192,123264,168636,2017-05-01,5120,3584,80.4,59.7,53.5,47.0,64.3
172,5,0,0,0,2017-05-11,5120,3584,0.1,0.0,0.0,0.0,0.0
127754,86462,72817,58159,98285,2017-05-21,5120,3584,48.7,33.0,27.8,22.2,37.5
259094,251992,244607,232660,260208,2017-05-31,5120,3584,98.8,96.1,93.3,88.8,99.3
314,13,0,0,0,2017-06-20,5120,3584,0.1,0.0,0.0,0.0,0.0
248556,179558,154172,133565,196739,2017-07-10,5120,3584,94.8,68.5,58.8,51.0,75.0
74,2,0,0,0,2017-07-20,5120,3584,0.0,0.0,0.0,0.0,0.0
237319,191002,181359,171672,200724,2017-07-30,5120,3584,90.5,72.9,69.2,65.5,76.6
10184,6286,4470,2986,8225,2017-08-09,5120,3584,3.9,2.4,1.7,1.1,3.1
39,0,0,0,0,2017-08-19,5120,3584,0.0,0.0,0.0,0.0,0.0
5721,4012,3145,2068,5514,2017-09-08,5120,3584,2.2,1.5,1.2,0.8,2.1
212760,147129,126938,108775,160032,2017-09-18,5120,3584,81.2,56.1,48.4,41.5,61.0
138011,102991,89214,72099,112561,2017-09-28,5120,3584,52.6,39.3,34.0,27.5,42.9
8915,6240,4171,2668,7429,2017-10-08,5120,3584,3.4,2.4,1.6,1.0,2.8
383,3,0,0,0,2017-10-28,5120,3584,0.1,0.0,0.0,0.0,0.0
5895,3827,3574,3433,4094,2017-11-07,5120,3584,2.2,1.5,1.4,1.3,1.6
262080,258106,253320,249924,259966,2017-11-17,5120,3584,100.0,98.5,96.6,95.3,99.2
80565,64581,57127,49654,72903,2017-11-27,5120,3584,30.7,24.6,21.8,18.9,27.8
440,16,3,0,0,2017-12-07,5120,3584,0.2,0.0,0.0,0.0,0.0
45554,22261,17445,13607,25483,2017-12-17,5120,3584,17.4,8.5,6.7,5.2,9.7
13587,8981,6254,3909,10831,2017-12-27,5120,3584,5.2,3.4,2.4,1.5,4.1
234943,189723,169373,149994,199436,2018-01-06,5120,3584,89.6,72.4,64.6,57.2,76.1
261851,261282,260246,256023,261832,2018-01-26,5120,3584,99.9,99.7,99.3,97.7,99.9
257972,235232,207174,171999,245905,2018-02-15,5120,3584,98.4,89.7,79.0,65.6,93.8
33823,25850,20679,14981,30785,2018-03-17,5120,3584,12.9,9.9,7.9,5.7,11.7
231448,198069,186899,174173,202657,2018-04-16,5120,3584,88.3,75.6,71.3,66.4,77.3
258,7,0,0,0,2018-04-26,5120,3584,0.1,0.0,0.0,0.0,0.0
98370,33809,23349,16047,40947,2018-05-06,5120,3584,37.5,12.9,8.9,6.1,15.6
125328,81445,71715,60509,86943,2018-05-26,5120,3584,47.8,31.1,27.4,23.1,33.2
81,0,0,0,0,2018-06-05,5120,3584,0.0,0.0,0.0,0.0,0.0
150,0,0,0,0,2018-06-15,5120,3584,0.1,0.0,0.0,0.0,0.0
221217,190092,164141,133479,205813,2018-06-25,5120,3584,84.4,72.5,62.6,50.9,78.5
1154,606,466,262,823,2018-07-05,5120,3584,0.4,0.2,0.2,0.1,0.3
659,28,0,0,0,2018-07-15,5120,3584,0.3,0.0,0.0,0.0,0.0
136765,96217,69697,43572,112942,2018-07-25,5120,3584,52.2,36.7,26.6,16.6,43.1
29964,19264,13830,8043,24169,2018-08-04,5120,3584,11.4,7.3,5.3,3.1,9.2
66,1,0,0,0,2018-08-14,5120,3584,0.0,0.0,0.0,0.0,0.0
6200,3125,1864,842,4450,2018-08-24,5120,3584,2.4,1.2,0.7,0.3,1.7
3,0,0,0,0,2018-09-03,5120,3584,0.0,0.0,0.0,0.0,0.0
49792,40653,36149,31054,46640,2018-09-13,5120,3584,19.0,15.5,13.8,11.8,17.8
260871,256820,250330,240691,260843,2018-10-03,5120,3584,99.5,98.0,95.5,91.8,99.5
64664,47122,39492,32005,52837,2018-10-23,5120,3584,24.7,18.0,15.1,12.2,20.2
183447,159579,145711,134238,169560,2018-11-02,5120,3584,70.0,60.9,55.6,51.2,64.7
142428,116768,104247,94967,127758,2018-11-12,5120,3584,54.3,44.5,39.8,36.2,48.7
3163,142,41,11,116,2018-11-22,5120,3584,1.2,0.1,0.0,0.0,0.0
62182,30443,23714,19385,35516,2018-12-02,5120,3584,23.7,11.6,9.0,7.4,13.5
260498,254137,249966,243957,258214,2019-01-01,5120,3584,99.4,96.9,95.4,93.1,98.5
130724,114459,109615,104796,119224,2019-01-21,5120,3584,49.9,43.7,41.8,40.0,45.5
375,9,0,0,0,2019-02-20,5120,3584,0.1,0.0,0.0,0.0,0.0
103276,68828,51332,33616,79218,2019-03-02,5120,3584,39.4,26.3,19.6,12.8,30.2
729,38,2,0,0,2019-03-12,5120,3584,0.3,0.0,0.0,0.0,0.0
251147,221303,195419,172645,229139,2019-04-11,5120,3584,95.8,84.4,74.5,65.9,87.4
93623,62561,46932,28991,72980,2019-04-21,5120,3584,35.7,23.9,17.9,11.1,27.8
218189,151926,125802,99459,164392,2019-05-01,5120,3584,83.2,58.0,48.0,37.9,62.7
5810,4858,3750,331,5191,2019-05-11,5120,3584,2.2,1.9,1.4,0.1,2.0
199331,137937,99858,56013,151853,2019-05-21,5120,3584,76.0,52.6,38.1,21.4,57.9
74979,35705,26948,17452,41815,2019-06-10,5120,3584,28.6,13.6,10.3,6.7,16.0
127,3,0,0,0,2019-06-20,5120,3584,0.0,0.0,0.0,0.0,0.0
2095,1418,1273,873,1570,2019-06-30,5120,3584,0.8,0.5,0.5,0.3,0.6
111,1,0,0,0,2019-07-20,5120,3584,0.0,0.0,0.0,0.0,0.0
2066,912,601,291,1209,2019-07-30,5120,3584,0.8,0.3,0.2,0.1,0.5
63,0,0,0,0,2019-08-09,5120,3584,0.0,0.0,0.0,0.0,0.0
156870,121013,105612,93210,133645,2016-12-22,5120,4096,59.8,46.2,40.3,35.6,51.0
206427,185916,176221,165168,192314,2017-01-01,5120,4096,78.7,70.9,67.2,63.0,73.4
77384,37811,19309,7292,44188,2017-01-11,5120,4096,29.5,14.4,7.4,2.8,16.9
112051,84486,75797,66667,91824,2017-02-10,5120,4096,42.7,32.2,28.9,25.4,35.0
32019,21386,17812,13905,23519,2017-02-20,5120,4096,12.2,8.2,6.8,5.3,9.0
184716,141885,122791,101062,151613,2017-03-02,5120,4096,70.5,54.1,46.8,38.6,57.8
30296,23943,19894,16039,27623,2017-03-12,5120,4096,11.6,9.1,7.6,6.1,10.5
114,3,0,0,0,2017-04-01,5120,4096,0.0,0.0,0.0,0.0,0.0
401,58,2,0,0,2017-04-11,5120,4096,0.2,0.0,0.0,0.0,0.0
254433,214347,191867,168867,226348,2017-05-01,5120,4096,97.1,81.8,73.2,64.4,86.3
70,3,0,0,0,2017-05-11,5120,4096,0.0,0.0,0.0,0.0,0.0
129598,97334,81593,65125,107405,2017-05-21,5120,4096,49.4,37.1,31.1,24.8,41.0
258773,252867,245200,231154,260752,2017-05-31,5120,4096,98.7,96.5,93.5,88.2,99.5
